file,line,type,pattern,original,cleaned
时空之头号玩家_utf8.txt,2007,header_removed,,,
时空之头号玩家_utf8.txt,2008,header_removed,,格斗兵“忍者”猛的冲上来撞开队长“狼妈”，随即双手举刀架住了再次横扫而来的鬼头大刀。,
时空之头号玩家_utf8.txt,2009,header_removed,,,
时空之头号玩家_utf8.txt,2010,header_removed,,“见鬼！难道是和1号试验体一样的念动力吗？”,
时空之头号玩家_utf8.txt,2011,header_removed,,,
时空之头号玩家_utf8.txt,2012,header_removed,,爆破手“公路”双目赤红，咆哮的声音几乎压过了枪口的轰鸣，轻机枪射出的子弹叮叮当当的打在鬼头大刀的刀身上，硬生生将那悬空的大刀打得接连倒退。,
时空之头号玩家_utf8.txt,2013,header_removed,,,
时空之头号玩家_utf8.txt,2014,header_removed,,“不对！这不是念动力！”,
时空之头号玩家_utf8.txt,2015,header_removed,,,
时空之头号玩家_utf8.txt,2016,header_removed,,格斗兵“忍者”最先发现了蹊跷，在那鬼头刀被“公路”打退的时候，下方的地面上的灰尘和杂物居然被一股无形的力量向两侧推开，显然是有什么东西在支撑着那把刀。,
时空之头号玩家_utf8.txt,2017,header_removed,,,
时空之头号玩家_utf8.txt,2018,header_removed,,他顾不得加重内伤，握拳猛锤了一下胸口，就势对着鬼头大刀的方向喷出了一片血雾。,
时空之头号玩家_utf8.txt,2019,header_removed,,,
时空之头号玩家_utf8.txt,2020,header_removed,,“这是……？”,
时空之头号玩家_utf8.txt,2021,header_removed,,,
时空之头号玩家_utf8.txt,2022,header_removed,,淡红色的血雾笼罩下，鬼头刀的后方立刻显出了一个足有两米高的古怪人形，全身上下裹缠着如同木乃伊般的绷带，然而脸上却是平滑一片，没有任何五官的凸起。,
时空之头号玩家_utf8.txt,2023,header_removed,,,
时空之头号玩家_utf8.txt,2024,header_removed,,“别愣神！快开枪！”,
时空之头号玩家_utf8.txt,2025,header_removed,,,
时空之头号玩家_utf8.txt,2026,header_removed,,队长“狼妈”最先反应过来，端起手中的自动步枪，一梭子子弹毫无保留的倾泻而出，一颗不落的全都打在了那古怪人形的胸腹之间。,
时空之头号玩家_utf8.txt,2027,header_removed,,,
时空之头号玩家_utf8.txt,2028,header_removed,,然而古怪人形只是被打得倒退了几步，并没有显露出丝毫受伤的迹象。,
时空之头号玩家_utf8.txt,2029,header_removed,,,
时空之头号玩家_utf8.txt,2030,header_removed,,“可能是会隐身的变异体！攻击它的头部！”狙击手“幽灵”大声喊道，掏出手枪对着古怪人形的头部连连开火。,
时空之头号玩家_utf8.txt,2031,header_removed,,,
时空之头号玩家_utf8.txt,2032,header_removed,,那古怪人形似乎意识到了危险，用手中鬼头大刀挡住射向头部的子弹后，突然丢下uss小队的四人，调转方向跃入了十几米外的喷水池中。,
时空之头号玩家_utf8.txt,2033,header_removed,,,
时空之头号玩家_utf8.txt,2034,header_removed,,“糟糕！它想洗掉血迹！”,
时空之头号玩家_utf8.txt,2035,header_removed,,,
时空之头号玩家_utf8.txt,2036,header_removed,,uss小队四人不约而同的心中就是一惊，他们怎么也没想到这个疑似变异体的隐形怪物居然有这么高的智慧。,
时空之头号玩家_utf8.txt,2037,header_removed,,,
时空之头号玩家_utf8.txt,2038,header_removed,,四人毫不迟疑的冲到喷水池边，对着池底那鬼头大刀的位置疯狂的倾泻着枪内的子弹。,
时空之头号玩家_utf8.txt,2039,header_removed,,,
时空之头号玩家_utf8.txt,2040,header_removed,,可惜他们还是上当了，水池中突然溅起冲天的水花，一个玻璃般的透明人形居然从鬼头刀另一侧的池边现身，五指并拢如刀，猛的刺入了“公路”的咽喉。,
时空之头号玩家_utf8.txt,2041,header_removed,,,
时空之头号玩家_utf8.txt,2042,header_removed,,“公路！”,
时空之头号玩家_utf8.txt,2043,header_removed,,,
时空之头号玩家_utf8.txt,2044,header_removed,,格斗兵忍者踩着水池的边缘跃上空中，枪口指向古怪人形那还在滴水的透明头部，然而那古怪人形一击得手并不恋战，身形一缩再次潜回池水当中。,
时空之头号玩家_utf8.txt,2045,header_removed,,,
时空之头号玩家_utf8.txt,2046,header_removed,,“都退后！不要再给那怪物偷袭的机会！”,
时空之头号玩家_utf8.txt,2047,header_removed,,,
时空之头号玩家_utf8.txt,2048,header_removed,,队长“狼妈”摘下防毒面具狠狠摔在地上，一路向后倒退出十几米远，并以最快速度更换了弹匣，双眼警惕的紧盯着那逐渐平静下来的水面。,
时空之头号玩家_utf8.txt,2049,header_removed,,,
时空之头号玩家_utf8.txt,2050,header_removed,,仅剩的两名队员“幽灵”和“忍者”也掏出各自的手枪，很有默契的移动到了狼妈的两侧，以便形成无死角的交叉火力。,
时空之头号玩家_utf8.txt,2051,header_removed,,,
时空之头号玩家_utf8.txt,2052,header_removed,,现在到了拼比耐心的时候了。,
时空之头号玩家_utf8.txt,2053,header_removed,,,
时空之头号玩家_utf8.txt,2054,header_removed,,他们几乎是用了三个同伴的性命才将这可怕的隐形怪物逼到了水池当中，如果离开了这座水池，他们恐怕再也找不到击杀这只怪物的机会了。,
时空之头号玩家_utf8.txt,2055,header_removed,,,
时空之头号玩家_utf8.txt,2056,header_removed,,时间一秒一秒的过去，忽然间，队长“狼妈”的脸色骤然一变。,
时空之头号玩家_utf8.txt,2057,header_removed,,,
时空之头号玩家_utf8.txt,2058,header_removed,,“等等……我们是不是忘记了什么？”,
时空之头号玩家_utf8.txt,2059,header_removed,,------------,
时空之头号玩家_utf8.txt,2060,header_removed,,,
时空之头号玩家_utf8.txt,2061,header_removed,,第14章 小队全灭,
时空之头号玩家_utf8.txt,2062,header_removed,,,
时空之头号玩家_utf8.txt,2063,header_removed,,几乎是话音刚落，不远处的狙击手“幽灵”突然毫无征兆的向前扑倒，后颈处赫然插着一根还在颤巍巍抖动的白羽箭，菱形的箭头已然穿透了她的喉咙。,
时空之头号玩家_utf8.txt,2064,header_removed,,,
时空之头号玩家_utf8.txt,2065,header_removed,,格斗兵“忍者”那漆黑的瞳孔猛然一缩。,
时空之头号玩家_utf8.txt,2066,header_removed,,,
时空之头号玩家_utf8.txt,2067,header_removed,,他突然意识到一件很可怕的事实――无论是之前他挡住的那一箭，还是杀掉“幽灵”的那一箭，他都没有感觉到丝毫的杀气外泄。,
时空之头号玩家_utf8.txt,2068,header_removed,,,
时空之头号玩家_utf8.txt,2069,header_removed,,这也就意味着，那个至今不曾现身的神秘弓箭手，显然有着可以收敛自身杀气的方法。,
时空之头号玩家_utf8.txt,2070,header_removed,,,
时空之头号玩家_utf8.txt,2071,header_removed,,“忍者。”,
时空之头号玩家_utf8.txt,2072,header_removed,,,
时空之头号玩家_utf8.txt,2073,header_removed,,多年来配合作战养成的默契，使得“狼妈”无需多说，“忍者”便能立刻领会她的意思，迅速上前与她背对背靠紧。,
时空之头号玩家_utf8.txt,2074,header_removed,,,
时空之头号玩家_utf8.txt,2075,header_removed,,“现在的情况很麻烦，我原以为只有一个会用武器的变异怪物，却没想到还有一个可能是幸存者的弓箭手……而且我还有种预感，这个怪物搞不好就是那个神秘弓手控制的，不然双方,
时空之头号玩家_utf8.txt,2076,header_removed,,,
时空之头号玩家_utf8.txt,2077,header_removed,,格斗兵“忍者”用手背抹去嘴角的血迹，轻哼一声认同了“狼妈”的推测。,
时空之头号玩家_utf8.txt,2078,header_removed,,,
时空之头号玩家_utf8.txt,2079,header_removed,,“而且你有没有注意到一个规律――这神秘弓手和隐形怪物从不同时行动。所以，我怀疑那个弓手在控制怪物的时候，很可能是没法射箭的。”,
时空之头号玩家_utf8.txt,2080,header_removed,,,
时空之头号玩家_utf8.txt,2081,header_removed,,队长“狼妈”一边说着，一边和“忍者”互相掩护着向商店街的边缘移动。,
时空之头号玩家_utf8.txt,2082,header_removed,,,
时空之头号玩家_utf8.txt,2083,header_removed,,“你的意思是，我们去直接攻击那个弓手？”,
时空之头号玩家_utf8.txt,2084,header_removed,,,
时空之头号玩家_utf8.txt,2085,header_removed,,“不是我们，而是你。”队长狼妈背靠着墙壁，探头看了一眼毫无动静的喷水池，稍稍松了一口气，指了指头顶上方，低声道：“你开始行动的时候，对方肯定会察觉我们的意图，必,
时空之头号玩家_utf8.txt,2086,header_removed,,,
时空之头号玩家_utf8.txt,2087,header_removed,,“可……狼妈你有没有想过，如果你的推测错了呢？”,
时空之头号玩家_utf8.txt,2088,header_removed,,,
时空之头号玩家_utf8.txt,2089,header_removed,,格斗兵“忍者”用绷带将短刀缠在鲜血淋漓的右手上，转过头不无担心的看着队长“狼妈”。,
时空之头号玩家_utf8.txt,2090,header_removed,,,
时空之头号玩家_utf8.txt,2091,header_removed,,“狼妈”笑了笑，不再年轻的眼角折出几道深深的鱼尾纹，她没有回答“忍者”的问题，只是反问道：“你觉得对方会给我们撤退的机会吗？”,
时空之头号玩家_utf8.txt,2092,header_removed,,,
时空之头号玩家_utf8.txt,2093,header_removed,,“忍者”沉默了许久，忽然起身一个助跑抓住了内衣店门口的招牌铁架。,
时空之头号玩家_utf8.txt,2094,header_removed,,,
时空之头号玩家_utf8.txt,2095,header_removed,,哗啦――！,
时空之头号玩家_utf8.txt,2096,header_removed,,,
时空之头号玩家_utf8.txt,2097,header_removed,,正如“狼妈”推测的一样，当“忍者”表现出试图攀爬二层的意图，原本平静的池水当即炸开，滴着水珠的透明人形跃出水池直奔“忍者”的方向冲来，没跑几步就仅剩下一个淡淡的,
时空之头号玩家_utf8.txt,2098,header_removed,,,
时空之头号玩家_utf8.txt,2099,header_removed,,“快――！快去干掉那个弓手！”,
时空之头号玩家_utf8.txt,2100,header_removed,,,
时空之头号玩家_utf8.txt,2101,header_removed,,“狼妈”凭着记忆和直觉，向已经看不到的人形位置射出一连串的子弹，部分子弹在空中突然以肉眼可见的速度变慢，而后无力的掉落在地上，显然是射中并穿透了躯体。,
时空之头号玩家_utf8.txt,2102,header_removed,,,
时空之头号玩家_utf8.txt,2103,header_removed,,她也知道这种程度的攻击对于那个隐形怪物似乎没有用，不过至少能稍稍阻止对方前冲的势头。,
时空之头号玩家_utf8.txt,2104,header_removed,,,
时空之头号玩家_utf8.txt,2105,header_removed,,此刻“忍者”在“狼妈”的掩护下已经翻过了二层的不锈钢护栏。,
时空之头号玩家_utf8.txt,2106,header_removed,,,
时空之头号玩家_utf8.txt,2107,header_removed,,绕过拐角的立柱，他终于发现了那个神秘弓手的行踪。,
时空之头号玩家_utf8.txt,2108,header_removed,,,
时空之头号玩家_utf8.txt,2109,header_removed,,那是一名穿着保安制服的亚裔青年，年轻的脸上充满了惶恐，对方似乎没有料到他攀爬的速度会如此之快，仓促间胡乱向他射了一箭后转身就跑。,
时空之头号玩家_utf8.txt,2110,header_removed,,,
时空之头号玩家_utf8.txt,2111,header_removed,,“忍者”轻易便拨飞了那毫无准头的箭矢，眼角的余光扫过下方的“狼妈”，见那只隐形怪物似乎已经停止了行动，才稍稍定下心来，对着前方那仓惶逃窜的背影连开数枪。,
时空之头号玩家_utf8.txt,2112,header_removed,,,
时空之头号玩家_utf8.txt,2113,header_removed,,其中一枪似乎打中了对方的小腿，那保安青年一个踉跄摔倒在地，手中那把绘制着图腾花纹的印第安猎弓也脱手飞出了十几米开外。,
时空之头号玩家_utf8.txt,2114,header_removed,,,
时空之头号玩家_utf8.txt,2115,header_removed,,“等……等一下！”,
时空之头号玩家_utf8.txt,2116,header_removed,,,
时空之头号玩家_utf8.txt,2117,header_removed,,保安青年慌乱的举起双手，似乎想要投降。,
时空之头号玩家_utf8.txt,2118,header_removed,,,
时空之头号玩家_utf8.txt,2119,header_removed,,然而即便没有之前uss小队的四条人命，“忍者”也不会放任这么一个可怕的人物继续存在，没有丝毫迟疑的顶着保安青年的脑门扣动了扳机。,
时空之头号玩家_utf8.txt,2120,header_removed,,,
时空之头号玩家_utf8.txt,2121,header_removed,,保安青年瞪着惊恐的双眼仰倒在地面上，红红白白的脑浆在地面上喷出了一面抽象画般的图案。,
时空之头号玩家_utf8.txt,2122,header_removed,,,
时空之头号玩家_utf8.txt,2123,header_removed,,即便如此，“忍者”依旧不敢掉以轻心，又对着尸体的胸口连开数枪，才如释重负的吐了一口气。,
时空之头号玩家_utf8.txt,2124,header_removed,,,
时空之头号玩家_utf8.txt,2125,header_removed,,他转身从没了玻璃的不锈钢护栏上探出头，向着下方的“狼妈”做了个ok的手势。,
时空之头号玩家_utf8.txt,2126,header_removed,,,
时空之头号玩家_utf8.txt,2127,header_removed,,“狼妈”明显松了一口气，垂下手中的自动步枪，向“忍者”竖起了拇指。,
时空之头号玩家_utf8.txt,2128,header_removed,,,
时空之头号玩家_utf8.txt,2129,header_removed,,然而就在这时，“忍者”突然注意到，“狼妈”身旁的地面上有一张皱皱巴巴的报纸突然无缘无故的折起了一个角。,
时空之头号玩家_utf8.txt,2130,header_removed,,,
时空之头号玩家_utf8.txt,2131,header_removed,,“小心！”,
时空之头号玩家_utf8.txt,2132,header_removed,,,
时空之头号玩家_utf8.txt,2133,header_removed,,只可惜“忍者”的提示终究还是晚了一步。,
时空之头号玩家_utf8.txt,2134,header_removed,,,
时空之头号玩家_utf8.txt,2135,header_removed,,依旧是那把厚背大刀，依旧是那鬼气森森的刀光，“狼妈”那带着微笑的头颅应声而落，身体直至倒下还保持着竖拇指的姿势。,
时空之头号玩家_utf8.txt,2136,header_removed,,,
时空之头号玩家_utf8.txt,2137,header_removed,,怎么回事？,
时空之头号玩家_utf8.txt,2138,header_removed,,,
时空之头号玩家_utf8.txt,2139,header_removed,,明明已经杀死了操控者，怎么那只怪物居然还能动？,
时空之头号玩家_utf8.txt,2140,header_removed,,,
时空之头号玩家_utf8.txt,2141,header_removed,,“忍者”双手死命的握着不锈钢护栏，牙龈几乎被自己咬出血来。,
时空之头号玩家_utf8.txt,2142,header_removed,,,
时空之头号玩家_utf8.txt,2143,header_removed,,突然间，他那敏锐的第六感疯狂响起警报。,
时空之头号玩家_utf8.txt,2144,header_removed,,,
时空之头号玩家_utf8.txt,2145,header_removed,,几乎就在他凭借直觉偏转身体的同时，一柄狭长的武士刀紧贴着他的肋下划过。,
时空之头号玩家_utf8.txt,2146,header_removed,,,
时空之头号玩家_utf8.txt,2147,header_removed,,尽管完全避开了刀刃，可依旧有一道无形刀风轻而易举的割开了特种作战服，在他的身上留下了一道冰凉的血痕。,
时空之头号玩家_utf8.txt,2148,header_removed,,,
时空之头号玩家_utf8.txt,2149,header_removed,,来不及去思考敌人是从哪里冒出来的，“忍者”下意识的将身体折出一个诡异的角度，手中短刀闪电般的刺向了后方。,
时空之头号玩家_utf8.txt,2150,header_removed,,,
时空之头号玩家_utf8.txt,2151,header_removed,,噗――！,
时空之头号玩家_utf8.txt,2152,header_removed,,,
时空之头号玩家_utf8.txt,2153,header_removed,,刀子入肉的声音的声音响起，喷溅的鲜血几乎迸了“忍者”满头满脸。,
时空之头号玩家_utf8.txt,2154,header_removed,,,
时空之头号玩家_utf8.txt,2155,header_removed,,“怎么……是你？！”,
时空之头号玩家_utf8.txt,2156,header_removed,,,
时空之头号玩家_utf8.txt,2157,header_removed,,他这时才注意到，这个神不知鬼不觉潜入他背后的偷袭者，居然就是刚刚被他一枪爆头的亚裔青年！,
时空之头号玩家_utf8.txt,2158,header_removed,,,
时空之头号玩家_utf8.txt,2159,header_removed,,“惊不惊喜？意不意外？要不要再玩点刺激的？”,
时空之头号玩家_utf8.txt,2160,header_removed,,,
时空之头号玩家_utf8.txt,2161,header_removed,,罗戒咧开嘴，露出一个满嘴是血的惨烈笑容。,
时空之头号玩家_utf8.txt,2162,header_removed,,,
时空之头号玩家_utf8.txt,2163,header_removed,,他硬生生顶着刀刃向前一步，任由短刀刺穿了他的小腹，一只手猛的扣住“忍者”持刀的手腕，而另一只手中不知何时多出了一个已去掉了保险的手雷。,
时空之头号玩家_utf8.txt,2164,header_removed,,,
时空之头号玩家_utf8.txt,2165,header_removed,,“八嘎！你这个疯子！”,
时空之头号玩家_utf8.txt,2166,header_removed,,------------,
时空之头号玩家_utf8.txt,2167,header_removed,,,
时空之头号玩家_utf8.txt,2168,header_removed,,第15章 回归现实,
时空之头号玩家_utf8.txt,2169,header_removed,,,
时空之头号玩家_utf8.txt,2170,header_removed,,“忍者”那波澜不惊的面孔，在这一刻终于露出了惊惧之色。,
时空之头号玩家_utf8.txt,2171,header_removed,,,
时空之头号玩家_utf8.txt,2172,header_removed,,他怎么也没有想到，这个亚裔青年居然会在最后使出这种同归于尽的无赖打法。,
时空之头号玩家_utf8.txt,2173,header_removed,,,
时空之头号玩家_utf8.txt,2174,header_removed,,轰――！,
时空之头号玩家_utf8.txt,2175,header_removed,,,
时空之头号玩家_utf8.txt,2176,header_removed,,明亮的火光中，两具尸体如同破布袋般向相反的方向飞出，一个撞上走廊的墙壁，一个翻下护栏摔落在下层商店街的地面上。,
时空之头号玩家_utf8.txt,2177,header_removed,,,
时空之头号玩家_utf8.txt,2178,header_removed,,淡淡的硝烟散去，一切归于寂静。,
时空之头号玩家_utf8.txt,2179,header_removed,,,
时空之头号玩家_utf8.txt,2180,header_removed,,十余秒后，斜倚在墙壁上的那具“尸体”猛的睁开眼睛，条件反射的在身上摸索了几下，忽然四仰八叉的躺在地上放声大笑起来。,
时空之头号玩家_utf8.txt,2181,header_removed,,,
时空之头号玩家_utf8.txt,2182,header_removed,,“做到了啊……真的做到了啊……”,
时空之头号玩家_utf8.txt,2183,header_removed,,,
时空之头号玩家_utf8.txt,2184,header_removed,,搁在重生前，罗戒怎么也不敢去想，自己居然能有单枪匹马干掉整整一队的平衡者的这一天。,
时空之头号玩家_utf8.txt,2185,header_removed,,,
时空之头号玩家_utf8.txt,2186,header_removed,,【检测到玩家夜魇全灭uss小队，特允许提前结算回归。】,
时空之头号玩家_utf8.txt,2187,header_removed,,,
时空之头号玩家_utf8.txt,2188,header_removed,,【是/否提前结算并回归？】,
时空之头号玩家_utf8.txt,2189,header_removed,,,
时空之头号玩家_utf8.txt,2190,header_removed,,“提前结算，但暂不回归。”,
时空之头号玩家_utf8.txt,2191,header_removed,,,
时空之头号玩家_utf8.txt,2192,header_removed,,开玩笑，现在唯一的阻碍“平衡者”也没了，不趁着这么好的机会好好收刮一番，那罗戒才真是脑袋进水了。,
时空之头号玩家_utf8.txt,2193,header_removed,,,
时空之头号玩家_utf8.txt,2194,header_removed,,【代号：夜魇】,
时空之头号玩家_utf8.txt,2195,header_removed,,,
时空之头号玩家_utf8.txt,2196,header_removed,,【普通击杀：144520分】,
时空之头号玩家_utf8.txt,2197,header_removed,,,
时空之头号玩家_utf8.txt,2198,header_removed,,【达成目标“团灭uss小队”：奖励20000积分，获得隐藏称号――保护伞公敌。】,
时空之头号玩家_utf8.txt,2199,header_removed,,,
时空之头号玩家_utf8.txt,2200,header_removed,,【累积总积分：164520分，现余积分：44270分】,
时空之头号玩家_utf8.txt,2201,header_removed,,,
时空之头号玩家_utf8.txt,2202,header_removed,,【排行：第1位。】,
时空之头号玩家_utf8.txt,2203,header_removed,,,
时空之头号玩家_utf8.txt,2204,header_removed,,【积分榜金牌宝箱已发放，请于数据化储存空间内查收。】,
时空之头号玩家_utf8.txt,2205,header_removed,,,
时空之头号玩家_utf8.txt,2206,header_removed,,【检测到玩家总积分已破本场记录，金牌宝箱奖励翻倍，并可选择以下奖励之一。】,
时空之头号玩家_utf8.txt,2207,header_removed,,,
时空之头号玩家_utf8.txt,2208,header_removed,,【1――10000积分】,
时空之头号玩家_utf8.txt,2209,header_removed,,,
时空之头号玩家_utf8.txt,2210,header_removed,,【2――沙漠之鹰手枪（f紫）】,
时空之头号玩家_utf8.txt,2211,header_removed,,,
时空之头号玩家_utf8.txt,2212,header_removed,,【3――随机主动技能（f紫）】,
时空之头号玩家_utf8.txt,2213,header_removed,,,
时空之头号玩家_utf8.txt,2214,header_removed,,【4――限时通用认证卡】,
时空之头号玩家_utf8.txt,2215,header_removed,,,
时空之头号玩家_utf8.txt,2216,header_removed,,当看到最后一个奖励选项时，罗戒的瞳孔猛然一缩，再也按捺不住心头的狂喜，翻身从地上一跃而起。,
时空之头号玩家_utf8.txt,2217,header_removed,,,
时空之头号玩家_utf8.txt,2218,header_removed,,“我选4，限时通用认证卡。”,
时空之头号玩家_utf8.txt,2219,header_removed,,,
时空之头号玩家_utf8.txt,2220,header_removed,,转瞬之后，一张名片大小的金色卡片被罗戒从储存空间中提取出来。,
时空之头号玩家_utf8.txt,2221,header_removed,,,
时空之头号玩家_utf8.txt,2222,header_removed,,通用认证卡。,
时空之头号玩家_utf8.txt,2223,header_removed,,,
时空之头号玩家_utf8.txt,2224,header_removed,,顾名思义，使用此卡可以将任一道具、装备或是技能，从未认证状态免费转化为认证状态。,
时空之头号玩家_utf8.txt,2225,header_removed,,,
时空之头号玩家_utf8.txt,2226,header_removed,,所谓的限时，只不过就是加了个保质期一样的使用时间限制，并不影响认证卡的效果。,
时空之头号玩家_utf8.txt,2227,header_removed,,,
时空之头号玩家_utf8.txt,2228,header_removed,,正常来说，这限时通用认证卡其实是所有四个选项中价值最低的东西。,
时空之头号玩家_utf8.txt,2229,header_removed,,,
时空之头号玩家_utf8.txt,2230,header_removed,,毕竟玩家如果在幻境中找到紫色装备，大多都会在第一时间进行认证，很少有人会一直带到最终结算的时候。,
时空之头号玩家_utf8.txt,2231,header_removed,,,
时空之头号玩家_utf8.txt,2232,header_removed,,而罗戒则不同，别忘了，他还有一把价值100000积分的e金武器。,
时空之头号玩家_utf8.txt,2233,header_removed,,,
时空之头号玩家_utf8.txt,2234,header_removed,,这张卡对于他来说却绝对称得上是意外之喜。,
时空之头号玩家_utf8.txt,2235,header_removed,,,
时空之头号玩家_utf8.txt,2236,header_removed,,……,
时空之头号玩家_utf8.txt,2237,header_removed,,,
时空之头号玩家_utf8.txt,2238,header_removed,,认证过【铭刀・梅莺毒】后，距离幻境结束的时间只剩下不到半个小时。,
时空之头号玩家_utf8.txt,2239,header_removed,,,
时空之头号玩家_utf8.txt,2240,header_removed,,面对如此丰厚的收获，罗戒也没心思再去挖那点鸡毛蒜皮的小宝贝，花10000积分清空了药店里库存的20支【z药剂】后，又去枪店兑换了一大批各种类型的弹药，随后选择了,
时空之头号玩家_utf8.txt,2241,header_removed,,,
时空之头号玩家_utf8.txt,2242,header_removed,,好运城那繁华中透着苍凉的末日景象迅速化无数蓝白线条的3d模型，逐渐倒退收缩直至成为一个光点，最终留在罗戒视野里的只有一片几乎伸手不见五指的紫色浓雾。,
时空之头号玩家_utf8.txt,2243,header_removed,,,
时空之头号玩家_utf8.txt,2244,header_removed,,“回家了啊……”,
时空之头号玩家_utf8.txt,2245,header_removed,,,
时空之头号玩家_utf8.txt,2246,header_removed,,罗戒展开双臂做了一个深呼吸，空气中弥漫的淡淡雾霾味道居然让他倍感亲切。,
时空之头号玩家_utf8.txt,2247,header_removed,,,
时空之头号玩家_utf8.txt,2248,header_removed,,随便选了一个方向走出数十米后，眼前的浓雾骤然消散。,
时空之头号玩家_utf8.txt,2249,header_removed,,,
时空之头号玩家_utf8.txt,2250,header_removed,,明亮的阳光照在罗戒的脸上，令他有些睁不开眼，下意识的举手遮挡了一下。,
时空之头号玩家_utf8.txt,2251,header_removed,,,
时空之头号玩家_utf8.txt,2252,header_removed,,哗啦――！,
时空之头号玩家_utf8.txt,2253,header_removed,,,
时空之头号玩家_utf8.txt,2254,header_removed,,一队荷枪实弹的士兵举起枪，数十只黑洞洞的枪口齐齐对准了刚从雾气中走出的罗戒。,
时空之头号玩家_utf8.txt,2255,header_removed,,,
时空之头号玩家_utf8.txt,2256,header_removed,,“嘿，都放松些，我的精神很正常，分得清幻境和现实。”,
时空之头号玩家_utf8.txt,2257,header_removed,,,
时空之头号玩家_utf8.txt,2258,header_removed,,罗戒立刻很配合的举起了双手示意自己没有威胁。,
时空之头号玩家_utf8.txt,2259,header_removed,,,
时空之头号玩家_utf8.txt,2260,header_removed,,领队的军官明显愣了一下，大概他还是第一次碰上像罗戒这么淡定的玩家，很谨慎的仔细观察了一小会儿后，示意士兵们放下枪，走上前来敬礼道：“小同志你好，请问你是注册玩家,
时空之头号玩家_utf8.txt,2261,header_removed,,,
时空之头号玩家_utf8.txt,2262,header_removed,,根据华夏国官方的特殊法案，所有玩家都需要在专门机构登记注册以便管理，没有登记过的玩家虽不至于视作非法，但却无法享有注册玩家的种种便利。,
时空之头号玩家_utf8.txt,2263,header_removed,,,
时空之头号玩家_utf8.txt,2264,header_removed,,“不，我只是个新人。”,
时空之头号玩家_utf8.txt,2265,header_removed,,,
时空之头号玩家_utf8.txt,2266,header_removed,,罗戒也不知道这算不算假话，至少这一世他真的还是个粉嫩萌新。,
时空之头号玩家_utf8.txt,2267,header_removed,,,
时空之头号玩家_utf8.txt,2268,header_removed,,听是新人，军官的语气明显和气了不少，微笑道：“哦，那你真的很幸运啊，很少有新人能在初开的幻境中活下来。”,
时空之头号玩家_utf8.txt,2269,header_removed,,,
时空之头号玩家_utf8.txt,2270,header_removed,,“是啊，刚巧在幻境里遇到了个资深玩家，他教了我不少东西。”罗戒三分真七分假开始瞎编。,
时空之头号玩家_utf8.txt,2271,header_removed,,,
时空之头号玩家_utf8.txt,2272,header_removed,,“哦，原来如此……那你还有什么疑问吗？”,
时空之头号玩家_utf8.txt,2273,header_removed,,,
时空之头号玩家_utf8.txt,2274,header_removed,,“嗯，暂时应该没有。”,
时空之头号玩家_utf8.txt,2275,header_removed,,,
时空之头号玩家_utf8.txt,2276,header_removed,,罗戒虽然是在装萌新，可实在不想再听一遍那些常识性的东西，便将一切都推到了那莫须有的“资深玩家”身上。,
时空之头号玩家_utf8.txt,2277,header_removed,,,
时空之头号玩家_utf8.txt,2278,header_removed,,好在那名军官也不疑有他，点点头道：“那好，我现在就让人带你去注册……别紧张，就是做一下基本的资料登记，注册以后你的个人信息就有保密级别了，这也是国家对于你们这些,
时空之头号玩家_utf8.txt,2279,header_removed,,,
时空之头号玩家_utf8.txt,2280,header_removed,,说话间，一名身着普通军装的女兵走了过来，将罗戒带到了警戒线外的一间军用帐篷内。,
时空之头号玩家_utf8.txt,2281,header_removed,,,
时空之头号玩家_utf8.txt,2282,header_removed,,整个注册过程并不复杂，需要做的仅仅只是报一下自己的身份证号码，随后所有信息便会被自动加密传入有关部门的资料库。,
时空之头号玩家_utf8.txt,2283,header_removed,,,
时空之头号玩家_utf8.txt,2284,header_removed,,完成注册后，那名年纪不大的女兵合上笔记本电脑，长出一口气道：“感谢你的配合……说真的，你是我遇到过的最省心的新人玩家了。”,
时空之头号玩家_utf8.txt,2285,header_removed,,,
时空之头号玩家_utf8.txt,2286,header_removed,,“哦？其他的新人玩家是什么样的？”,
时空之头号玩家_utf8.txt,2287,header_removed,,,
时空之头号玩家_utf8.txt,2288,header_removed,,“其他新人大多精神都很不稳定，特别容易激动，出现暴力行为也是常有的事……所以我们一般都会为他们安排免费的心理诊疗，不过我感觉你好像是用不着了。”,
时空之头号玩家_utf8.txt,2289,header_removed,,,
时空之头号玩家_utf8.txt,2290,header_removed,,“大概是我这个人天生神经比较粗吧。”,
时空之头号玩家_utf8.txt,2291,header_removed,,,
时空之头号玩家_utf8.txt,2292,header_removed,,罗戒也不好解释，只能打着哈哈糊弄了过去。,
时空之头号玩家_utf8.txt,2293,header_removed,,,
时空之头号玩家_utf8.txt,2294,header_removed,,“对了。”女兵忽然想起了什么，从文件袋里抽出一张卡片递给了罗戒，“这是你的玩家身份卡，如果你有什么困难或是需要，可以打上面的热线电话，我们有24小时客服负责接听,
时空之头号玩家_utf8.txt,2295,header_removed,,------------,
时空之头号玩家_utf8.txt,2296,header_removed,,,
时空之头号玩家_utf8.txt,2297,header_removed,,第16章 妹妹罗露,
时空之头号玩家_utf8.txt,2298,header_removed,,,
时空之头号玩家_utf8.txt,2299,header_removed,,“呃……麻烦你了。”,
时空之头号玩家_utf8.txt,2300,header_removed,,,
